"site number","site location","Cluster","site acronym","date","sample type","conductance (uS/cm)","chl A (ug/L)","phaeophytin (ug/L)","phaeophytin chl A (ug/L)","chlorophyta (organisms/ml)","cyanophyta (organisms/ml)","bacillariophyta (organisms/ml)","total (organisms/ml)","algae comments"
"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","2013-05-06",NA,995,NA,NA,NA,NA,NA,NA,NA,NA
"UH In","Union Hills Inlet","cap","Union Hills Inlet","2013-05-06",NA,845,NA,NA,NA,NA,NA,NA,NA,NA
"AN IN","Inlet to Anthem Water Treatment Plant","srp","az canal","2013-06-03",NA,913,NA,NA,NA,NA,NA,NA,NA,NA
"CH IN","Inlet to Chandler Treatment Plant","srp","az canal","2013-06-03",NA,1296,NA,NA,NA,NA,NA,NA,NA,NA
"Glendale In","Glendale WTP Inlet","srp","Glen In","2013-06-03",NA,1192,NA,NA,NA,NA,NA,NA,NA,NA
"Green In","Greenway WTP Inlet","srp","Green In","2013-06-03",NA,1181,NA,NA,NA,NA,NA,NA,NA,NA
"Havasu 1","Havasu lake Sample",NA,"Havasu 1","2013-06-03",NA,844,NA,NA,NA,NA,NA,NA,NA,NA
"HOC","Head of Consolidated Canal","az canal","HOC","2013-06-03",NA,1200,NA,NA,NA,NA,NA,NA,NA,NA
"HTC","Head of the Tempe Canal","tempe","head of tempe canal","2013-06-03",NA,1199,NA,NA,NA,NA,NA,NA,NA,NA
"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","2013-06-03",NA,1211,NA,NA,NA,NA,NA,NA,NA,NA
"Mesa Turnout","Mesa Turnout",NA,"MTO","2013-06-03",NA,863,NA,NA,NA,NA,NA,NA,NA,NA
"MOC","Middle of the consolidated canal","az canal","MOC","2013-06-03",NA,1203,NA,NA,NA,NA,NA,NA,NA,NA
"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","2013-06-03",NA,1189,NA,NA,NA,NA,NA,NA,NA,NA
"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","2013-06-03",NA,1210,NA,NA,NA,NA,NA,NA,NA,NA
"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","2013-06-03",NA,1282,NA,NA,NA,NA,NA,NA,NA,NA
"R11","CAP Canal at Cross-connect","cap","cap @ x con","2013-06-03",NA,860,NA,NA,NA,NA,NA,NA,NA,NA
"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","2013-06-03",NA,1202,NA,NA,NA,NA,NA,NA,NA,NA
"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","2013-06-03",NA,1170,NA,NA,NA,NA,NA,NA,NA,NA
"R20","Verde River at Tangle","verde","verde abv horseshoe","2013-06-03",NA,685,NA,NA,NA,NA,NA,NA,NA,NA
"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","2013-06-03",NA,1192,NA,NA,NA,NA,NA,NA,NA,NA
"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","2013-06-03",NA,1179,NA,NA,NA,NA,NA,NA,NA,NA
"R25","verde river at beeline highway","verde","verde @ beeline","2013-06-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","2013-06-03",NA,944,NA,NA,NA,NA,NA,NA,NA,NA
"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","2013-06-03",NA,943,NA,NA,NA,NA,NA,NA,NA,NA
"R3","Waddell Canal","cap","waddell canal","2013-06-03",NA,945,NA,NA,NA,NA,NA,NA,NA,NA
"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","2013-06-03",NA,373,NA,NA,NA,NA,NA,NA,NA,NA
"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","2013-06-03",NA,392,NA,NA,NA,NA,NA,NA,NA,NA
"R9A","Saguaro Lake near inlet","salt","saguaro-epi","2013-06-03",NA,1295,NA,NA,NA,NA,NA,NA,NA,NA
"R9A-Dup","Saguaro Lake near inlet",NA,"saguaro-epi dup","2013-06-03",NA,1296,NA,NA,NA,NA,NA,NA,NA,NA
"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","2013-06-03",NA,1277,NA,NA,NA,NA,NA,NA,NA,NA
"Roos In","Roosevelt at Salt River Inlet","salt","SRNR","2013-06-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salt Gila","Salt Gila Pump Station",NA,"SGPS","2013-06-03",NA,882,NA,NA,NA,NA,NA,NA,NA,NA
"SOCA","South Canal below CAP Cross-conect","srp","South canal below CAP","2013-06-03",NA,1219,NA,NA,NA,NA,NA,NA,NA,NA
"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","2013-06-03",NA,1232,NA,NA,NA,NA,NA,NA,NA,NA
"UH In","Union Hills Inlet","cap","Union Hills Inlet","2013-06-03",NA,859,NA,NA,NA,NA,NA,NA,NA,NA
"AN IN","Inlet to Anthem Water Treatment Plant","srp","az canal","2013-07-01",NA,944,NA,NA,NA,NA,NA,NA,NA,NA
"CH IN","Inlet to Chandler Treatment Plant","srp","az canal","2013-07-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glendale In","Glendale WTP Inlet","srp","Glen In","2013-07-01",NA,1331,NA,NA,NA,NA,NA,NA,NA,NA
"Green In","Greenway WTP Inlet","srp","Green In","2013-07-01",NA,1257,NA,NA,NA,NA,NA,NA,NA,NA
"Havasu 1","Havasu lake Sample",NA,"Havasu 1","2013-07-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOC","Head of Consolidated Canal","az canal","HOC","2013-07-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HTC","Head of the Tempe Canal","tempe","head of tempe canal","2013-07-01",NA,1273,NA,NA,NA,NA,NA,NA,NA,NA
"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","2013-07-01",NA,1303,NA,NA,NA,NA,NA,NA,NA,NA
"Mesa Turnout","Mesa Turnout",NA,"MTO","2013-07-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOC","Middle of the consolidated canal","az canal","MOC","2013-07-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","2013-07-01",NA,1296,NA,NA,NA,NA,NA,NA,NA,NA
"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","2013-07-01",NA,1304,NA,NA,NA,NA,NA,NA,NA,NA
"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","2013-07-01",NA,1358,NA,NA,NA,NA,NA,NA,NA,NA
"R11","CAP Canal at Cross-connect","cap","cap @ x con","2013-07-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","2013-07-01",NA,1302,NA,NA,NA,NA,NA,NA,NA,NA
"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","2013-07-01",NA,1304,NA,NA,NA,NA,NA,NA,NA,NA
"R20","Verde River at Tangle","verde","verde abv horseshoe","2013-07-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","2013-07-01",NA,1301,NA,NA,NA,NA,NA,NA,NA,NA
"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","2013-07-01",NA,1294,NA,NA,NA,NA,NA,NA,NA,NA
"R25","verde river at beeline highway","verde","verde @ beeline","2013-07-01",NA,572,NA,NA,NA,NA,NA,NA,NA,NA
"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","2013-07-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","2013-07-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R3","Waddell Canal","cap","waddell canal","2013-07-01",NA,938,NA,NA,NA,NA,NA,NA,NA,NA
"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","2013-07-01",NA,407,NA,NA,NA,NA,NA,NA,NA,NA
"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","2013-07-01",NA,390,NA,NA,NA,NA,NA,NA,NA,NA
"R9A","Saguaro Lake near inlet","salt","saguaro-epi","2013-07-01",NA,1292,NA,NA,NA,NA,NA,NA,NA,NA
"R9A-Dup","Saguaro Lake near inlet",NA,"saguaro-epi dup","2013-07-01",NA,1300,NA,NA,NA,NA,NA,NA,NA,NA
"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","2013-07-01",NA,1346,NA,NA,NA,NA,NA,NA,NA,NA
"Roos In","Roosevelt at Salt River Inlet","salt","SRNR","2013-07-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salt Gila","Salt Gila Pump Station",NA,"SGPS","2013-07-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOCA","South Canal below CAP Cross-conect","srp","South canal below CAP","2013-07-01",NA,1308,NA,NA,NA,NA,NA,NA,NA,NA
"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","2013-07-01",NA,1282,NA,NA,NA,NA,NA,NA,NA,NA
"UH In","Union Hills Inlet","cap","Union Hills Inlet","2013-07-01",NA,920,NA,NA,NA,NA,NA,NA,NA,NA
"AN IN","Inlet to Anthem Water Treatment Plant","srp","az canal","2013-08-05",NA,939,NA,NA,NA,NA,NA,NA,NA,NA
"CH IN","Inlet to Chandler Treatment Plant","srp","az canal","2013-08-05",NA,1420,NA,NA,NA,NA,NA,NA,NA,NA
"Glendale In","Glendale WTP Inlet","srp","Glen In","2013-08-05",NA,305,NA,NA,NA,NA,NA,NA,NA,NA
"Green In","Greenway WTP Inlet","srp","Green In","2013-08-05",NA,1337,NA,NA,NA,NA,NA,NA,NA,NA
"Havasu 1","Havasu lake Sample",NA,"Havasu 1","2013-08-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOC","Head of Consolidated Canal","az canal","HOC","2013-08-05",NA,1270,NA,NA,NA,NA,NA,NA,NA,NA
"HTC","Head of the Tempe Canal","tempe","head of tempe canal","2013-08-05",NA,1260,NA,NA,NA,NA,NA,NA,NA,NA
"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","2013-08-05",NA,1292,NA,NA,NA,NA,NA,NA,NA,NA
"Mesa Turnout","Mesa Turnout",NA,"MTO","2013-08-05",NA,853,NA,NA,NA,NA,NA,NA,NA,NA
"MOC","Middle of the consolidated canal","az canal","MOC","2013-08-05",NA,1422,NA,NA,NA,NA,NA,NA,NA,NA
"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","2013-08-05",NA,1287,NA,NA,NA,NA,NA,NA,NA,NA
"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","2013-08-05",NA,1305,NA,NA,NA,NA,NA,NA,NA,NA
"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","2013-08-05",NA,1429,NA,NA,NA,NA,NA,NA,NA,NA
"R11","CAP Canal at Cross-connect","cap","cap @ x con","2013-08-05",NA,901,NA,NA,NA,NA,NA,NA,NA,NA
"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","2013-08-05",NA,1329,NA,NA,NA,NA,NA,NA,NA,NA
"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","2013-08-05",NA,1253,NA,NA,NA,NA,NA,NA,NA,NA
"R20","Verde River at Tangle","verde","verde abv horseshoe","2013-08-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","2013-08-05",NA,1298,NA,NA,NA,NA,NA,NA,NA,NA
"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","2013-08-05",NA,1285,NA,NA,NA,NA,NA,NA,NA,NA
"R25","verde river at beeline highway","verde","verde @ beeline","2013-08-05",NA,509,NA,NA,NA,NA,NA,NA,NA,NA
"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","2013-08-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","2013-08-05",NA,1000,NA,NA,NA,NA,NA,NA,NA,NA
"R3","Waddell Canal","cap","waddell canal","2013-08-05",NA,954,NA,NA,NA,NA,NA,NA,NA,NA
"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","2013-08-05",NA,423,NA,NA,NA,NA,NA,NA,NA,NA
"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","2013-08-05",NA,400,NA,NA,NA,NA,NA,NA,NA,NA
"R9A","Saguaro Lake near inlet","salt","saguaro-epi","2013-08-05",NA,1350,NA,NA,NA,NA,NA,NA,NA,NA
"R9A-Dup","Saguaro Lake near inlet",NA,"saguaro-epi dup","2013-08-05",NA,1361,NA,NA,NA,NA,NA,NA,NA,NA
"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","2013-08-05",NA,1346,NA,NA,NA,NA,NA,NA,NA,NA
"Roos In","Roosevelt at Salt River Inlet","salt","SRNR","2013-08-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salt Gila","Salt Gila Pump Station",NA,"SGPS","2013-08-05",NA,860,NA,NA,NA,NA,NA,NA,NA,NA
"SOCA","South Canal below CAP Cross-conect","srp","South canal below CAP","2013-08-05",NA,1322,NA,NA,NA,NA,NA,NA,NA,NA
"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","2013-08-05",NA,1300,NA,NA,NA,NA,NA,NA,NA,NA
"UH In","Union Hills Inlet","cap","Union Hills Inlet","2013-08-05",NA,901,NA,NA,NA,NA,NA,NA,NA,NA
"AN IN","Inlet to Anthem Water Treatment Plant","srp","az canal","2013-09-09",NA,872,NA,NA,NA,NA,NA,NA,NA,NA
"CH IN","Inlet to Chandler Treatment Plant","srp","az canal","2013-09-09",NA,1297,NA,NA,NA,NA,NA,NA,NA,NA
"Glendale In","Glendale WTP Inlet","srp","Glen In","2013-09-09",NA,1149,NA,NA,NA,NA,NA,NA,NA,NA
"Green In","Greenway WTP Inlet","srp","Green In","2013-09-09",NA,1081,NA,NA,NA,NA,NA,NA,NA,NA
"Havasu 1","Havasu lake Sample",NA,"Havasu 1","2013-09-09",NA,859,NA,NA,NA,NA,NA,NA,NA,NA
"HOC","Head of Consolidated Canal","az canal","HOC","2013-09-09",NA,1160,NA,NA,NA,NA,NA,NA,NA,NA
"HTC","Head of the Tempe Canal","tempe","head of tempe canal","2013-09-09",NA,1155,NA,NA,NA,NA,NA,NA,NA,NA
"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","2013-09-09",NA,1082,NA,NA,NA,NA,NA,NA,NA,NA
"Mesa Turnout","Mesa Turnout",NA,"MTO","2013-09-09",NA,914,NA,NA,NA,NA,NA,NA,NA,NA
"MOC","Middle of the consolidated canal","az canal","MOC","2013-09-09",NA,1334,NA,NA,NA,NA,NA,NA,NA,NA
"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","2013-09-09",NA,1103,NA,NA,NA,NA,NA,NA,NA,NA
"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","2013-09-09",NA,1062,NA,NA,NA,NA,NA,NA,NA,NA
"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","2013-09-09",NA,1498,NA,NA,NA,NA,NA,NA,NA,NA
"R11","CAP Canal at Cross-connect","cap","cap @ x con","2013-09-09",NA,862,NA,NA,NA,NA,NA,NA,NA,NA
"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","2013-09-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","2013-09-09",NA,1046,NA,NA,NA,NA,NA,NA,NA,NA
"R20","Verde River at Tangle","verde","verde abv horseshoe","2013-09-09",NA,613,NA,NA,NA,NA,NA,NA,NA,NA
"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","2013-09-09",NA,1122,NA,NA,NA,NA,NA,NA,NA,NA
"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","2013-09-09",NA,1115,NA,NA,NA,NA,NA,NA,NA,NA
"R25","verde river at beeline highway","verde","verde @ beeline","2013-09-09",NA,449,NA,NA,NA,NA,NA,NA,NA,NA
"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","2013-09-09",NA,940,NA,NA,NA,NA,NA,NA,NA,NA
"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","2013-09-09",NA,945,NA,NA,NA,NA,NA,NA,NA,NA
"R3","Waddell Canal","cap","waddell canal","2013-09-09",NA,867,NA,NA,NA,NA,NA,NA,NA,NA
"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","2013-09-09",NA,457,NA,NA,NA,NA,NA,NA,NA,NA
"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","2013-09-09",NA,414,NA,NA,NA,NA,NA,NA,NA,NA
"R9A","Saguaro Lake near inlet","salt","saguaro-epi","2013-09-09",NA,1426,NA,NA,NA,NA,NA,NA,NA,NA
"R9A-Dup","Saguaro Lake near inlet",NA,"saguaro-epi dup","2013-09-09",NA,1437,NA,NA,NA,NA,NA,NA,NA,NA
"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","2013-09-09",NA,1450,NA,NA,NA,NA,NA,NA,NA,NA
"Roos In","Roosevelt at Salt River Inlet","salt","SRNR","2013-09-09",NA,1861,NA,NA,NA,NA,NA,NA,NA,NA
"Salt Gila","Salt Gila Pump Station",NA,"SGPS","2013-09-09",NA,903,NA,NA,NA,NA,NA,NA,NA,NA
"SOCA","South Canal below CAP Cross-conect","srp","South canal below CAP","2013-09-09",NA,1121,NA,NA,NA,NA,NA,NA,NA,NA
"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","2013-09-09",NA,1189,NA,NA,NA,NA,NA,NA,NA,NA
"UH In","Union Hills Inlet","cap","Union Hills Inlet","2013-09-09",NA,857,NA,NA,NA,NA,NA,NA,NA,NA
"AN IN","Inlet to Anthem Water Treatment Plant","srp","az canal","2013-10-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH IN","Inlet to Chandler Treatment Plant","srp","az canal","2013-10-07",NA,1364,NA,NA,NA,NA,NA,NA,NA,NA
"Glendale In","Glendale WTP Inlet","srp","Glen In","2013-10-07",NA,962,NA,NA,NA,NA,NA,NA,NA,NA
"Green In","Greenway WTP Inlet","srp","Green In","2013-10-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Havasu 1","Havasu lake Sample",NA,"Havasu 1","2013-10-07",NA,914,NA,NA,NA,NA,NA,NA,NA,NA
"HOC","Head of Consolidated Canal","az canal","HOC","2013-10-07",NA,1025,NA,NA,NA,NA,NA,NA,NA,NA
"HTC","Head of the Tempe Canal","tempe","head of tempe canal","2013-10-07",NA,1019,NA,NA,NA,NA,NA,NA,NA,NA
"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","2013-10-07",NA,947,NA,NA,NA,NA,NA,NA,NA,NA
"Mesa Turnout","Mesa Turnout",NA,"MTO","2013-10-07",NA,877,NA,NA,NA,NA,NA,NA,NA,NA
"MOC","Middle of the consolidated canal","az canal","MOC","2013-10-07",NA,1228,NA,NA,NA,NA,NA,NA,NA,NA
"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","2013-10-07",NA,953,NA,NA,NA,NA,NA,NA,NA,NA
"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","2013-10-07",NA,904,NA,NA,NA,NA,NA,NA,NA,NA
"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","2013-10-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R11","CAP Canal at Cross-connect","cap","cap @ x con","2013-10-07",NA,870,NA,NA,NA,NA,NA,NA,NA,NA
"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","2013-10-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","2013-10-07",NA,926,NA,NA,NA,NA,NA,NA,NA,NA
"R20","Verde River at Tangle","verde","verde abv horseshoe","2013-10-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","2013-10-07",NA,974,NA,NA,NA,NA,NA,NA,NA,NA
"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","2013-10-07",NA,931,NA,NA,NA,NA,NA,NA,NA,NA
"R25","verde river at beeline highway","verde","verde @ beeline","2013-10-07",NA,431,NA,NA,NA,NA,NA,NA,NA,NA
"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","2013-10-07",NA,901,NA,NA,NA,NA,NA,NA,NA,NA
"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","2013-10-07",NA,983,NA,NA,NA,NA,NA,NA,NA,NA
"R3","Waddell Canal","cap","waddell canal","2013-10-07",NA,873,NA,NA,NA,NA,NA,NA,NA,NA
"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","2013-10-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","2013-10-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R9A","Saguaro Lake near inlet","salt","saguaro-epi","2013-10-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R9A-Dup","Saguaro Lake near inlet",NA,"saguaro-epi dup","2013-10-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","2013-10-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roos In","Roosevelt at Salt River Inlet","salt","SRNR","2013-10-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salt Gila","Salt Gila Pump Station",NA,"SGPS","2013-10-07",NA,883,NA,NA,NA,NA,NA,NA,NA,NA
"SOCA","South Canal below CAP Cross-conect","srp","South canal below CAP","2013-10-07",NA,975,NA,NA,NA,NA,NA,NA,NA,NA
"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","2013-10-07",NA,1162,NA,NA,NA,NA,NA,NA,NA,NA
"UH In","Union Hills Inlet","cap","Union Hills Inlet","2013-10-07",NA,873,NA,NA,NA,NA,NA,NA,NA,NA
"AN IN","Inlet to Anthem Water Treatment Plant","srp","az canal","2013-11-04",NA,884,NA,NA,NA,NA,NA,NA,NA,NA
"CH IN","Inlet to Chandler Treatment Plant","srp","az canal","2013-11-04",NA,1349,NA,NA,NA,NA,NA,NA,NA,NA
"Glendale In","Glendale WTP Inlet","srp","Glen In","2013-11-04",NA,645,NA,NA,NA,NA,NA,NA,NA,NA
"Green In","Greenway WTP Inlet","srp","Green In","2013-11-04",NA,609,NA,NA,NA,NA,NA,NA,NA,NA
"Havasu 1","Havasu lake Sample",NA,"Havasu 1","2013-11-04",NA,886,NA,NA,NA,NA,NA,NA,NA,NA
"HOC","Head of Consolidated Canal","az canal","HOC","2013-11-04",NA,1015,NA,NA,NA,NA,NA,NA,NA,NA
"HTC","Head of the Tempe Canal","tempe","head of tempe canal","2013-11-04",NA,996,NA,NA,NA,NA,NA,NA,NA,NA
"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","2013-11-04",NA,605,NA,NA,NA,NA,NA,NA,NA,NA
"Mesa Turnout","Mesa Turnout",NA,"MTO","2013-11-04",NA,880,NA,NA,NA,NA,NA,NA,NA,NA
"MOC","Middle of the consolidated canal","az canal","MOC","2013-11-04",NA,1387,NA,NA,NA,NA,NA,NA,NA,NA
"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","2013-11-04",NA,571,NA,NA,NA,NA,NA,NA,NA,NA
"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","2013-11-04",NA,561,NA,NA,NA,NA,NA,NA,NA,NA
"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","2013-11-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R11","CAP Canal at Cross-connect","cap","cap @ x con","2013-11-04",NA,876,NA,NA,NA,NA,NA,NA,NA,NA
"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","2013-11-04",NA,519,NA,NA,NA,NA,NA,NA,NA,NA
"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","2013-11-04",NA,634,NA,NA,NA,NA,NA,NA,NA,NA
"R20","Verde River at Tangle","verde","verde abv horseshoe","2013-11-04",NA,641,NA,NA,NA,NA,NA,NA,NA,NA
"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","2013-11-04",NA,564,NA,NA,NA,NA,NA,NA,NA,NA
"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","2013-11-04",NA,575,NA,NA,NA,NA,NA,NA,NA,NA
"R25","verde river at beeline highway","verde","verde @ beeline","2013-11-04",NA,497,NA,NA,NA,NA,NA,NA,NA,NA
"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","2013-11-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","2013-11-04",NA,933,NA,NA,NA,NA,NA,NA,NA,NA
"R3","Waddell Canal","cap","waddell canal","2013-11-04",NA,906,NA,NA,NA,NA,NA,NA,NA,NA
"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","2013-11-04",NA,502,NA,NA,NA,NA,NA,NA,NA,NA
"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","2013-11-04",NA,509,NA,NA,NA,NA,NA,NA,NA,NA
"R9A","Saguaro Lake near inlet","salt","saguaro-epi","2013-11-04",NA,1529,NA,NA,NA,NA,NA,NA,NA,NA
"R9A-Dup","Saguaro Lake near inlet",NA,"saguaro-epi dup","2013-11-04",NA,1531,NA,NA,NA,NA,NA,NA,NA,NA
"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","2013-11-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roos In","Roosevelt at Salt River Inlet","salt","SRNR","2013-11-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salt Gila","Salt Gila Pump Station",NA,"SGPS","2013-11-04",NA,885,NA,NA,NA,NA,NA,NA,NA,NA
"SOCA","South Canal below CAP Cross-conect","srp","South canal below CAP","2013-11-04",NA,528,NA,NA,NA,NA,NA,NA,NA,NA
"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","2013-11-04",NA,1143,NA,NA,NA,NA,NA,NA,NA,NA
"UH In","Union Hills Inlet","cap","Union Hills Inlet","2013-11-04",NA,879,NA,NA,NA,NA,NA,NA,NA,NA
"AN IN","Inlet to Anthem Water Treatment Plant","srp","az canal","2013-12-02",NA,888,NA,NA,NA,NA,NA,NA,NA,NA
"CH IN","Inlet to Chandler Treatment Plant","srp","az canal","2013-12-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glendale In","Glendale WTP Inlet","srp","Glen In","2013-12-02",NA,633,NA,NA,NA,NA,NA,NA,NA,NA
"Green In","Greenway WTP Inlet","srp","Green In","2013-12-02",NA,672,NA,NA,NA,NA,NA,NA,NA,NA
"Havasu 1","Havasu lake Sample",NA,"Havasu 1","2013-12-02",NA,869,NA,NA,NA,NA,NA,NA,NA,NA
"HOC","Head of Consolidated Canal","az canal","HOC","2013-12-02",NA,757,NA,NA,NA,NA,NA,NA,NA,NA
"HTC","Head of the Tempe Canal","tempe","head of tempe canal","2013-12-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
