"site number","site location","Cluster","site acronym","date","sample type","nutrient comments","total_nitrogen","total_dissolved_nitrogen","total_phosphorus","total_dissolved_phosphorus","nitrate_nitrogen","ammonium_nitrogen","dissolved_organic_nitrogen"
"R9A-Dup","Saguaro Lake near inlet",NA,"saguaro-epi dup","2010-10-01",NA,NA,NA,0.46,12.9,NA,NA,NA,NA
"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","2010-10-01",NA,NA,NA,0.54,35.7,NA,NA,NA,NA
"SOCA","South Canal below CAP Cross-conect","srp","South canal below CAP","2010-10-01",NA,NA,NA,0.51,37.6,NA,NA,NA,NA
"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","2010-10-01",NA,NA,NA,0.4,32.6,NA,NA,NA,NA
"SPT Out","Tempe's South Plant treated water","tempe","STP Out","2010-10-01",NA,NA,NA,0.32,NA,NA,NA,NA,NA
"UH In","Union Hills Inlet","cap","Union Hills Inlet","2010-10-01",NA,NA,NA,0.48,9.6,NA,NA,NA,NA
"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","2010-10-01",NA,NA,NA,0.41,NA,NA,NA,NA,NA
"VV West","Val Vista West WTP treated water","srp","val vista WEST-treated","2010-10-01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glendale In","Glendale WTP Inlet","srp","Glendale WTP Inlet","2010-11-01",NA,NA,NA,0.34,46.1,NA,NA,NA,NA
"Glendale Out","Glendale WTP Outlet","srp","Glendale WTP Outlet","2010-11-01",NA,NA,NA,0.29,NA,NA,NA,NA,NA
"Green In","Greenway WTP Inlet","srp","Greenway WTP Inlet","2010-11-01",NA,NA,NA,0.45,25.5,NA,NA,NA,NA
"Green Out","Greenway WTP Outlet","srp","Greenway WTP Outlet","2010-11-01",NA,NA,NA,0.73,NA,NA,NA,NA,NA
"Havasu 1","Havasu lake Sample",NA,"Havasu 1","2010-11-01",NA,NA,NA,0.66,6.2,NA,NA,NA,NA
"HTC","Head of the Tempe Canal","tempe","head of tempe canal","2010-11-01",NA,NA,NA,0.32,18.3,NA,NA,NA,NA
"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","2010-11-01",NA,NA,NA,0.42,23.1,NA,NA,NA,NA
"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","2010-11-01",NA,NA,NA,0.34,21.2,NA,NA,NA,NA
"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","2010-11-01",NA,NA,NA,0.33,NA,NA,NA,NA,NA
"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","2010-11-01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","2010-11-01",NA,NA,NA,0.33,17.7,NA,NA,NA,NA
"R11","CAP Canal at Cross-connect","cap","cap @ x con","2010-11-01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","2010-11-01",NA,NA,NA,0.3,21.9,NA,NA,NA,NA
"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","2010-11-01",NA,NA,NA,0.36,25.3,NA,NA,NA,NA
"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","2010-11-01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","2010-11-01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","2010-11-01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R17","Deer Valley WTP treated water","srp","deer valley-treated","2010-11-01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","2010-11-01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R19","Val Vista WTP treated water","srp","val vista-treated","2010-11-01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R20","Verde River at Tangle","verde","verde abv horseshoe","2010-11-01",NA,NA,NA,NA,8.2,NA,NA,NA,NA
"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","2010-11-01",NA,NA,NA,0.36,28.5,NA,NA,NA,NA
"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","2010-11-01",NA,NA,NA,0.36,33.5,NA,NA,NA,NA
"R25","verde river at beeline highway","verde","verde @ beeline","2010-11-01",NA,NA,NA,0.31,14.9,NA,NA,NA,NA
"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","2010-11-01",NA,NA,NA,0.33,11.2,NA,NA,NA,NA
"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","2010-11-01",NA,NA,NA,0.34,11.5,NA,NA,NA,NA
"R3","Waddell Canal","cap","waddell canal","2010-11-01",NA,NA,NA,0.49,9.8,NA,NA,NA,NA
"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","2010-11-01",NA,NA,NA,0.43,38.5,NA,NA,NA,NA
"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","2010-11-01",NA,NA,NA,NA,25.8,NA,NA,NA,NA
"R9A","Saguaro Lake near inlet","salt","saguaro-epi","2010-11-01",NA,NA,NA,0.3,10.5,NA,NA,NA,NA
"R9A-Dup","Saguaro Lake near inlet",NA,"saguaro-epi dup","2010-11-01",NA,NA,NA,NA,16.9,NA,NA,NA,NA
"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","2010-11-01",NA,NA,NA,NA,16.2,NA,NA,NA,NA
"SOCA","South Canal below CAP Cross-conect","srp","South canal below CAP","2010-11-01",NA,NA,NA,0.39,20.1,NA,NA,NA,NA
"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","2010-11-01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPT Out","Tempe's South Plant treated water","tempe","STP Out","2010-11-01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UH In","Union Hills Inlet","cap","Union Hills Inlet","2010-11-01",NA,NA,NA,0.5,7.5,NA,NA,NA,NA
"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","2010-11-01",NA,NA,NA,0.44,NA,NA,NA,NA,NA
"VV West","Val Vista West WTP treated water","srp","val vista WEST-treated","2010-11-01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glendale In","Glendale WTP Inlet","srp","Glendale WTP Inlet","2010-12-01",NA,NA,NA,0.37,20.1,NA,NA,NA,NA
"Glendale Out","Glendale WTP Outlet","srp","Glendale WTP Outlet","2010-12-01",NA,NA,NA,0.4,NA,NA,NA,NA,NA
"Green In","Greenway WTP Inlet","srp","Greenway WTP Inlet","2010-12-01",NA,NA,NA,0.51,15,NA,NA,NA,NA
"Green Out","Greenway WTP Outlet","srp","Greenway WTP Outlet","2010-12-01",NA,NA,NA,1.41,NA,NA,NA,NA,NA
"Havasu 1","Havasu lake Sample",NA,"Havasu 1","2010-12-01",NA,NA,NA,NA,4.9,NA,NA,NA,NA
"HTC","Head of the Tempe Canal","tempe","head of tempe canal","2010-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","2010-12-01",NA,NA,NA,0.34,15.2,NA,NA,NA,NA
"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","2010-12-01",NA,NA,NA,0.43,39.8,NA,NA,NA,NA
"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","2010-12-01",NA,NA,NA,0.36,NA,NA,NA,NA,NA
"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","2010-12-01",NA,NA,NA,0.33,8.9,NA,NA,NA,NA
"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","2010-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R11","CAP Canal at Cross-connect","cap","cap @ x con","2010-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","2010-12-01",NA,NA,NA,0.4,23.8,NA,NA,NA,NA
"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","2010-12-01",NA,NA,NA,0.39,26.6,NA,NA,NA,NA
"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","2010-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","2010-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","2010-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R17","Deer Valley WTP treated water","srp","deer valley-treated","2010-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","2010-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R19","Val Vista WTP treated water","srp","val vista-treated","2010-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R20","Verde River at Tangle","verde","verde abv horseshoe","2010-12-01",NA,NA,NA,NA,76.2,NA,NA,NA,NA
"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","2010-12-01",NA,NA,NA,0.35,20.8,NA,NA,NA,NA
"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","2010-12-01",NA,NA,NA,0.36,19,NA,NA,NA,NA
"R25","verde river at beeline highway","verde","verde @ beeline","2010-12-01",NA,NA,NA,0.28,23.6,NA,NA,NA,NA
"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","2010-12-01",NA,NA,NA,NA,13.6,NA,NA,NA,NA
"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","2010-12-01",NA,NA,NA,NA,13.1,NA,NA,NA,NA
"R3","Waddell Canal","cap","waddell canal","2010-12-01",NA,NA,NA,0.48,4.9,NA,NA,NA,NA
"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","2010-12-01",NA,NA,NA,0.63,22.3,NA,NA,NA,NA
"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","2010-12-01",NA,NA,NA,0.47,NA,NA,NA,NA,NA
"R9A","Saguaro Lake near inlet","salt","saguaro-epi","2010-12-01",NA,NA,NA,0.66,12.3,NA,NA,NA,NA
"R9A-Dup","Saguaro Lake near inlet",NA,"saguaro-epi dup","2010-12-01",NA,NA,NA,0.49,NA,NA,NA,NA,NA
"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","2010-12-01",NA,NA,NA,0.63,NA,NA,NA,NA,NA
"SOCA","South Canal below CAP Cross-conect","srp","South canal below CAP","2010-12-01",NA,NA,NA,0.39,24,NA,NA,NA,NA
"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","2010-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPT Out","Tempe's South Plant treated water","tempe","STP Out","2010-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UH In","Union Hills Inlet","cap","Union Hills Inlet","2010-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","2010-12-01",NA,NA,NA,0.52,NA,NA,NA,NA,NA
"VV West","Val Vista West WTP treated water","srp","val vista WEST-treated","2010-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glendale In","Glendale WTP Inlet","srp","Glendale WTP Inlet","2011-01-03",NA,NA,NA,0.846340011193001,145.9,NA,NA,NA,NA
"Glendale Out","Glendale WTP Outlet","srp","Glendale WTP Outlet","2011-01-03",NA,NA,NA,0.557463659193056,NA,NA,NA,NA,NA
"Green In","Greenway WTP Inlet","srp","Greenway WTP Inlet","2011-01-03",NA,NA,NA,5.09641232839541,9.9,NA,NA,NA,NA
"Green Out","Greenway WTP Outlet","srp","Greenway WTP Outlet","2011-01-03",NA,NA,NA,4.76101821211803,NA,NA,NA,NA,NA
"Havasu 1","Havasu lake Sample",NA,"Havasu 1","2011-01-03",NA,NA,NA,0.665982160631325,NA,NA,NA,NA,NA
"HTC","Head of the Tempe Canal","tempe","head of tempe canal","2011-01-03",NA,NA,NA,0.261030695772825,11.1,NA,NA,NA,NA
"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","2011-01-03",NA,NA,NA,0.307943171411854,14.6,NA,NA,NA,NA
"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","2011-01-03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","2011-01-03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","2011-01-03",NA,NA,NA,0.256915906846274,6.5,NA,NA,NA,NA
"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","2011-01-03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R11","CAP Canal at Cross-connect","cap","cap @ x con","2011-01-03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","2011-01-03",NA,NA,NA,0.313338979532521,23.3,NA,NA,NA,NA
"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","2011-01-03",NA,NA,NA,0.32319894545086,22.8,NA,NA,NA,NA
"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","2011-01-03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","2011-01-03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","2011-01-03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R17","Deer Valley WTP treated water","srp","deer valley-treated","2011-01-03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","2011-01-03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R19","Val Vista WTP treated water","srp","val vista-treated","2011-01-03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R20","Verde River at Tangle","verde","verde abv horseshoe","2011-01-03",NA,NA,NA,0.364092371758471,NA,NA,NA,NA,NA
"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","2011-01-03",NA,NA,NA,0.366967101249789,12.1,NA,NA,NA,NA
"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","2011-01-03",NA,NA,NA,0.32261666399899,9.7,NA,NA,NA,NA
"R25","verde river at beeline highway","verde","verde @ beeline","2011-01-03",NA,NA,NA,0.254974968673372,19.8,NA,NA,NA,NA
"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","2011-01-03",NA,NA,NA,0.443026945738521,0,NA,NA,NA,NA
"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","2011-01-03",NA,NA,NA,0.382084855435384,0,NA,NA,NA,NA
"R3","Waddell Canal","cap","waddell canal","2011-01-03",NA,NA,NA,0.569212858866125,3.3,NA,NA,NA,NA
"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","2011-01-03",NA,NA,NA,0.432299080149653,30.6,NA,NA,NA,NA
"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","2011-01-03",NA,NA,NA,0.457104269999334,25.9,NA,NA,NA,NA
"R9A","Saguaro Lake near inlet","salt","saguaro-epi","2011-01-03",NA,NA,NA,0.419430660063316,11,NA,NA,NA,NA
"R9A-Dup","Saguaro Lake near inlet",NA,"saguaro-epi dup","2011-01-03",NA,NA,NA,0.438199532195274,9.6,NA,NA,NA,NA
"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","2011-01-03",NA,NA,NA,0.750457665451667,15.1,NA,NA,NA,NA
"SOCA","South Canal below CAP Cross-conect","srp","South canal below CAP","2011-01-03",NA,NA,NA,0.347072484977549,17,NA,NA,NA,NA
"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","2011-01-03",NA,NA,NA,0.358776342160145,7,NA,NA,NA,NA
"SPT Out","Tempe's South Plant treated water","tempe","STP Out","2011-01-03",NA,NA,NA,0.285894113767693,NA,NA,NA,NA,NA
"UH In","Union Hills Inlet","cap","Union Hills Inlet","2011-01-03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","2011-01-03",NA,NA,NA,0.459860402204855,NA,NA,NA,NA,NA
"VV West","Val Vista West WTP treated water","srp","val vista WEST-treated","2011-01-03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glendale In","Glendale WTP Inlet","srp","Glendale WTP Inlet","2011-01-31",NA,NA,NA,1.18836967302707,16.6,NA,NA,NA,NA
"Glendale Out","Glendale WTP Outlet","srp","Glendale WTP Outlet","2011-01-31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Green In","Greenway WTP Inlet","srp","Greenway WTP Inlet","2011-01-31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Green Out","Greenway WTP Outlet","srp","Greenway WTP Outlet","2011-01-31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Havasu 1","Havasu lake Sample",NA,"Havasu 1","2011-01-31",NA,NA,NA,0.295722127579027,0,NA,NA,NA,NA
"HTC","Head of the Tempe Canal","tempe","head of tempe canal","2011-01-31",NA,NA,NA,0.889453091025739,9.9,NA,NA,NA,NA
"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","2011-01-31",NA,NA,NA,0.397264227436565,46,NA,NA,NA,NA
"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","2011-01-31",NA,NA,NA,NA,36.4,NA,NA,NA,NA
"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","2011-01-31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","2011-01-31",NA,NA,NA,0.533897292305392,33,NA,NA,NA,NA
"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","2011-01-31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R11","CAP Canal at Cross-connect","cap","cap @ x con","2011-01-31",NA,NA,NA,0.845551627507112,NA,NA,NA,NA,NA
"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","2011-01-31",NA,NA,NA,0.831191335701953,4.8,NA,NA,NA,NA
"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","2011-01-31",NA,NA,NA,0.82647295410883,13.3,NA,NA,NA,NA
"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","2011-01-31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","2011-01-31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","2011-01-31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R17","Deer Valley WTP treated water","srp","deer valley-treated","2011-01-31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","2011-01-31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R19","Val Vista WTP treated water","srp","val vista-treated","2011-01-31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R20","Verde River at Tangle","verde","verde abv horseshoe","2011-01-31",NA,NA,NA,0.21815684939676,NA,NA,NA,NA,NA
"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","2011-01-31",NA,NA,NA,0.370536553925238,7.4,NA,NA,NA,NA
"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","2011-01-31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R25","verde river at beeline highway","verde","verde @ beeline","2011-01-31",NA,NA,NA,1.20681553991974,9.3,NA,NA,NA,NA
"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","2011-01-31",NA,NA,NA,0.489873178118493,10.2,NA,NA,NA,NA
"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","2011-01-31",NA,NA,NA,0.463543441226576,1.4,NA,NA,NA,NA
"R3","Waddell Canal","cap","waddell canal","2011-01-31",NA,NA,NA,NA,0,NA,NA,NA,NA
"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","2011-01-31",NA,NA,NA,0.304915249071799,12.8,NA,NA,NA,NA
"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","2011-01-31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R9A","Saguaro Lake near inlet","salt","saguaro-epi","2011-01-31",NA,NA,NA,0.476211935329265,0,NA,NA,NA,NA
"R9A-Dup","Saguaro Lake near inlet",NA,"saguaro-epi dup","2011-01-31",NA,NA,NA,0.376189045102003,4.5,NA,NA,NA,NA
"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","2011-01-31",NA,NA,NA,0.445871908185105,1,NA,NA,NA,NA
"SOCA","South Canal below CAP Cross-conect","srp","South canal below CAP","2011-01-31",NA,NA,NA,NA,14.8,NA,NA,NA,NA
"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","2011-01-31",NA,NA,NA,0.971101607289353,4.4,NA,NA,NA,NA
"SPT Out","Tempe's South Plant treated water","tempe","STP Out","2011-01-31",NA,NA,NA,0.957151609535771,NA,NA,NA,NA,NA
"UH In","Union Hills Inlet","cap","Union Hills Inlet","2011-01-31",NA,NA,NA,0.491447346294485,NA,NA,NA,NA,NA
"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","2011-01-31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"VV West","Val Vista West WTP treated water","srp","val vista WEST-treated","2011-01-31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glendale In","Glendale WTP Inlet","srp","Glendale WTP Inlet","2011-02-28",NA,NA,NA,0.468313458262351,13.6,NA,NA,NA,NA
"Glendale Out","Glendale WTP Outlet","srp","Glendale WTP Outlet","2011-02-28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Green In","Greenway WTP Inlet","srp","Greenway WTP Inlet","2011-02-28",NA,NA,NA,0.991141396933561,NA,NA,NA,NA,NA
"Green Out","Greenway WTP Outlet","srp","Greenway WTP Outlet","2011-02-28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Havasu 1","Havasu lake Sample",NA,"Havasu 1","2011-02-28",NA,NA,NA,0.598321029048318,NA,NA,NA,NA,NA
"HTC","Head of the Tempe Canal","tempe","head of tempe canal","2011-02-28",NA,NA,NA,0.381923149725535,12.1,NA,NA,NA,NA
"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","2011-02-28",NA,NA,NA,0.524096157486277,12.8,NA,NA,NA,NA
"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","2011-02-28",NA,NA,NA,0.340715502555366,23.8,NA,NA,NA,NA
"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","2011-02-28",NA,NA,NA,0.348154457694492,NA,NA,NA,NA,NA
"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","2011-02-28",NA,NA,NA,0.465512019685785,13.4,NA,NA,NA,NA
"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","2011-02-28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R11","CAP Canal at Cross-connect","cap","cap @ x con","2011-02-28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","2011-02-28",NA,NA,NA,0.471815256483059,17.5,NA,NA,NA,NA
"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","2011-02-28",NA,NA,NA,0.396687488169601,16.5,NA,NA,NA,NA
"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","2011-02-28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","2011-02-28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","2011-02-28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R17","Deer Valley WTP treated water","srp","deer valley-treated","2011-02-28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","2011-02-28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R19","Val Vista WTP treated water","srp","val vista-treated","2011-02-28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R20","Verde River at Tangle","verde","verde abv horseshoe","2011-02-28",NA,NA,NA,0.179129758046017,NA,NA,NA,NA,NA
"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","2011-02-28",NA,NA,NA,0.392390687109597,3.6,NA,NA,NA,NA
"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","2011-02-28",NA,NA,NA,0.353416619345069,28.8,NA,NA,NA,NA
"R25","verde river at beeline highway","verde","verde @ beeline","2011-02-28",NA,NA,NA,0.414650766609881,17.5,NA,NA,NA,NA
"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","2011-02-28",NA,NA,NA,0.392501447877928,NA,NA,NA,NA,NA
"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","2011-02-28",NA,NA,NA,0.389496624667899,NA,NA,NA,NA,NA
"R3","Waddell Canal","cap","waddell canal","2011-02-28",NA,NA,NA,0.577455990914253,0,NA,NA,NA,NA
"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","2011-02-28",NA,NA,NA,0.198031421540791,9,NA,NA,NA,NA
"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","2011-02-28",NA,NA,NA,0.550369108461102,6.8,NA,NA,NA,NA
"R9A","Saguaro Lake near inlet","salt","saguaro-epi","2011-02-28",NA,NA,NA,0.246280522430437,5.8,NA,NA,NA,NA
"R9A-Dup","Saguaro Lake near inlet",NA,"saguaro-epi dup","2011-02-28",NA,NA,NA,0.357940564073443,12.8,NA,NA,NA,NA
"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","2011-02-28",NA,NA,NA,0.357334847624456,22.2,NA,NA,NA,NA
"SOCA","South Canal below CAP Cross-conect","srp","South canal below CAP","2011-02-28",NA,NA,NA,0.413344690516752,18.7,NA,NA,NA,NA
"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","2011-02-28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPT Out","Tempe's South Plant treated water","tempe","STP Out","2011-02-28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UH In","Union Hills Inlet","cap","Union Hills Inlet","2011-02-28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","2011-02-28",NA,NA,NA,0.551618398637138,NA,NA,NA,NA,NA
"VV West","Val Vista West WTP treated water","srp","val vista WEST-treated","2011-02-28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glendale In","Glendale WTP Inlet","srp","Glendale WTP Inlet","2011-04-04",NA,NA,NA,0.569677930103799,NA,NA,NA,NA,NA
"Glendale Out","Glendale WTP Outlet","srp","Glendale WTP Outlet","2011-04-04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Green In","Greenway WTP Inlet","srp","Greenway WTP Inlet","2011-04-04",NA,NA,NA,0.82307748167184,NA,NA,NA,NA,NA
"Green Out","Greenway WTP Outlet","srp","Greenway WTP Outlet","2011-04-04",NA,NA,NA,1.06173394382089,NA,NA,NA,NA,NA
"Havasu 1","Havasu lake Sample",NA,"Havasu 1","2011-04-04",NA,NA,NA,0.626415122276431,NA,NA,NA,NA,NA
"HTC","Head of the Tempe Canal","tempe","head of tempe canal","2011-04-04",NA,NA,NA,0.259424529310034,NA,NA,NA,NA,NA
